DOWLKNUM,WB_CLASS,LON,LAT,COUNTY,SURVEYED,EWMSTATUS,avg_secchi,max_secchi,roaddensity_density_mperha,ACCESS.Curr,MIROC5.Curr,IPSL.Curr,GFDL.Curr,MRI.Curr,ACCESS.Futr,MIROC5.Futr,IPSL.Futr,GFDL.Futr,MRI.Futr,ACCESS.domain,MIROC5.domain,IPSL.domain,GFDL.domain,MRI.domain
27013300,Lake or Pond,452854.2758,4975634.528,Hennepin,Y,1,2.8738576,5.7912,82.026,2067.083859630255,2101.17743308679,2076.188837764437,2086.68847422085,1956.6949518691831,2547.8194139701823,2683.1252786653436,2542.836121855728,2360.9934962632487,2362.8402906333636,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27013301,Lake or Pond,461073.933,4977962.432,Hennepin,N,1,3.488418079,7.4,62.8254,1958.6014384549217,1983.4516269256933,1958.0878641312167,1973.55421297054,1842.1351555072465,2433.2529674014527,2561.359172559421,2432.6061845215795,2249.44164173101,2250.367759616601,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27013303,Lake or Pond,458150.0187,4974879.752,Hennepin,N,1,3.556056338,6.7,60.6226,1958.6014384549217,1983.4516269256933,1958.0878641312167,1973.55421297054,1842.1351555072465,2433.2529674014527,2561.359172559421,2432.6061845215795,2249.44164173101,2250.367759616601,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27013304,Lake or Pond,456389.7931,4972800.373,Hennepin,N,1,3.756381579,8.7,92.5015,1958.6014384549217,1983.4516269256933,1958.0878641312167,1973.55421297054,1842.1351555072465,2433.2529674014527,2561.359172559421,2432.6061845215795,2249.44164173101,2250.367759616601,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27013700,Lake or Pond,457113.9125,4971659.486,Hennepin,Y,1,5.84948878,10.8,73.3938,1896.3405218870064,1926.4617197776383,1899.9474713010084,1914.8279090018968,1785.9306115956083,2379.865769152852,2509.5017607128116,2380.3522276883687,2197.601890049212,2195.4169205644557,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27014100,Lake or Pond,455672.4016,4978808.145,Hennepin,Y,1,1.151054217,4.75,35.1995,2101.668607317292,2130.806684001155,2098.6751066419115,2115.9453815861502,1985.622633904575,2586.0552109073988,2724.0687475876884,2581.196861451087,2398.4663772683343,2402.811538591568,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27014400,Lake or Pond,455421.0097,4971644.233,Hennepin,Y,1,1.4,1.7,110.2328,2141.667152060965,2177.07468627579,2145.8554147587315,2157.7098936965785,2025.86953942728,2637.447540409346,2773.6891350705505,2633.832964921972,2447.672926419892,2449.697396136444,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27016000,Lake or Pond,456036.4519,4981877.481,Hennepin,Y,1,1.227880588,4.9,81.9259,2043.62234481747,2078.689162466945,2044.56951407281,2056.1341232079817,1931.9238963618463,2527.794723852276,2661.1329671732115,2522.429977577014,2340.213133869352,2338.2758579681963,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27017600,Lake or Pond,448815.4909,4986499.159,Hennepin,Y,1,1.810116312,8.11,28.3148,1950.9584936328783,1976.0227386538031,1950.1314701022916,1958.0675284284032,1838.2768999204684,2409.7554206770324,2537.2816298327966,2410.6561346533504,2231.4202091854227,2234.6816366956796,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27017900,Lake or Pond,444227.4242,4977423.021,Hennepin,Y,1,3.81,4.572,24.5026,1919.0925395318432,1939.5458771259632,1913.811457175325,1928.1711295629016,1807.5171713416437,2380.752019020757,2508.8958499046194,2381.42279987813,2202.604431466487,2206.228152640786,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27018100,Lake or Pond,446298.9464,4976966.187,Hennepin,Y,1,1.300968302,5.4,58.0708,1998.497740661173,2021.3115610648233,1988.995953673255,2000.952792332725,1882.97705197021,2456.31400273162,2587.019399314834,2460.126601678782,2277.759001389744,2280.1675547027894,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27018200,Lake or Pond,446751.4773,4975741.181,Hennepin,Y,1,0.788846154,5.47,107.1762,2054.043803249722,2085.6406274312585,2047.9447079080016,2065.7281733271,1945.3556125982968,2513.313155183874,2644.5727033018848,2517.0417632655103,2333.736541247938,2335.471169729464,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27018400,Lake or Pond,442848.8053,4976179.27,Hennepin,Y,1,1.0287,1.2192,14.8031,2056.24559089978,2078.861082835205,2050.9817640748784,2061.5205214298767,1939.603452018812,2512.7682036680403,2648.723588560729,2515.617665968315,2334.999971940593,2338.306560149096,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27018600,Lake or Pond,441467.0802,4971497.597,Hennepin,N,1,0.47754386,1.37,33.2341,2141.548190329768,2172.662346440002,2138.647999574795,2141.890103829845,2026.4841815872885,2599.0204170955317,2740.024794747621,2611.4721899519873,2431.7191889648125,2442.6931154132085,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27019100,Lake or Pond,446361.5954,4990339.756,Hennepin,Y,1,0.816864,1.0668,34.6677,1975.0902900453632,2001.63151217611,1968.1601172920368,1981.4978910361133,1860.0507587574568,2432.0392472341828,2561.902444374492,2437.2789604621075,2256.612736404429,2258.502539629898,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27019101,Lake or Pond,445668.572,4990708.434,Hennepin,N,1,1.542739044,7.4,34.6677,1975.0902900453632,2001.63151217611,1968.1601172920368,1981.4978910361133,1860.0507587574568,2432.0392472341828,2561.902444374492,2437.2789604621075,2256.612736404429,2258.502539629898,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27019102,Lake or Pond,447556.8013,4989703.924,Hennepin,N,1,1.297797101,7.6,34.6677,1975.0902900453632,2001.63151217611,1968.1601172920368,1981.4978910361133,1860.0507587574568,2432.0392472341828,2561.902444374492,2437.2789604621075,2256.612736404429,2258.502539629898,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
27019200,Lake or Pond,441575.5256,4990431.648,Hennepin,Y,1,1.729205602,7.4,31.6293,2002.0037044084015,2030.8249803292051,1998.480468585493,2010.34958957697,1891.36681703837,2461.9473596563994,2594.9922244845625,2463.9910596110526,2284.008389732613,2288.049028453613,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
27104501,Lake or Pond,471802.661,4966340.02,Hennepin,Y,1,1.528571429,2.9,81.196,2044.7133289630983,2070.7554050399585,2041.1082291981,2054.6596376378816,1923.6041824130336,2519.912891428916,2655.5177015571207,2520.361170272575,2337.3411278443305,2341.3428903926383,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
29004800,Lake or Pond,371658.4047,5222011.591,Hubbard,Y,0,3.522683721,5.5,64.0984,1496.8879237692818,1512.5071984477718,1525.88486993228,1515.4524573438616,1403.7846640652983,1900.4506360413484,1994.2922650734847,1907.8511484797868,1767.058335447589,1749.8055015174111,Analog,Analog,Analog,Analog,Analog
29006100,Lake or Pond,367691.9654,5231870.433,Hubbard,Y,0,3.82049313,8.2,58.0623,1476.0685838516383,1490.5120180547167,1500.495754159455,1492.70098348361,1383.6344318861884,1876.1522023066732,1969.382930464115,1884.381408921956,1743.9195341396148,1728.4018937537735,Analog,Analog,Analog,Analog,Analog
29007700,Lake or Pond,358410.8128,5191429.958,Hubbard,Y,0,1.528887066,4.27,51.9494,1622.5410808012766,1635.522954932453,1647.0613997642067,1640.097707009445,1525.0832109344633,2030.6308364013576,2136.0415978464052,2033.7236809160447,1892.2396251679409,1873.9866381731065,Analog,Analog,Analog,Analog,Analog
29007800,Lake or Pond,357937.0538,5192953.004,Hubbard,Y,0,2.360611765,3.05,33.3566,1622.5410808012766,1635.522954932453,1647.0613997642067,1640.097707009445,1525.0832109344633,2030.6308364013576,2136.0415978464052,2033.7236809160447,1892.2396251679409,1873.9866381731065,Analog,Analog,Analog,Analog,Analog
29008500,Lake or Pond,357058.4482,5188840.907,Hubbard,Y,0,2.315985,5.2,37.9653,1622.5410808012766,1635.522954932453,1647.0613997642067,1640.097707009445,1525.0832109344633,2030.6308364013576,2136.0415978464052,2033.7236809160447,1892.2396251679409,1873.9866381731065,Analog,Analog,Analog,Analog,Analog
29008600,Lake or Pond,359521.9609,5188615.409,Hubbard,Y,0,1.343525874,2.7432,11.8574,1632.2867496073115,1648.3273090524317,1651.6132653883567,1646.106899277553,1540.181695021025,2044.8710339354584,2151.7038998059775,2044.72198315499,1901.8685476366363,1893.8562620149169,Analog,Analog,Analog,Analog,Analog
29014200,Lake or Pond,354539.2835,5185669.763,Hubbard,Y,0,2.614439024,6.4,52.4331,1674.584479936585,1688.551178890115,1699.4803577421917,1695.342597116445,1577.8040392119167,2085.503670803821,2193.9184582880093,2088.996025787698,1946.8248044699344,1927.3715460316564,Analog,Analog,Analog,Analog,Analog
29014800,Lake or Pond,353575.5964,5211697.368,Hubbard,Y,0,4.600266222,9.814,39.5883,1427.4976036343733,1441.097003137775,1452.445425763975,1443.817092305955,1333.7567642889817,1828.4714476809909,1920.4572898671272,1834.4896080368776,1694.0155063663346,1674.7667806080722,Analog,Analog,Analog,Analog,Analog
29015700,Lake or Pond,345319.7333,5185858.651,Hubbard,Y,0,2.05166875,2.9,33.1724,1524.1373426427533,1531.0447958557734,1535.081455510245,1527.9856156835433,1426.1447385248966,1917.383895120104,2022.4048167433132,1920.2515765710896,1782.907251320561,1775.0172846076428,Analog,Analog,Analog,Analog,Analog
29016100,Lake or Pond,347737.15870000003,5194997.873,Hubbard,Y,0,3.074604975,5.18,55.9394,1563.43177017443,1581.895891939045,1596.2721160519268,1587.06053046097,1475.6847295754217,1982.2529146632223,2083.582670732762,1980.5091043867071,1836.8784284773728,1821.169628175623,Analog,Analog,Analog,Analog,Analog
29020800,Lake or Pond,351931.1491,5216553.785,Hubbard,Y,1,4.66787234,7.92,28.4016,1537.4570153349466,1545.6651335435618,1562.9681471528083,1550.4709979018717,1442.6919967112651,1941.5902073940103,2043.0821237139253,1948.4845626335284,1808.1228691468473,1787.0587110929011,Analog,Analog,Analog,Analog,Analog
29021600,Lake or Pond,350364.104,5228558.056,Hubbard,Y,0,3.175925926,6.4,53.3747,1548.0523934605048,1555.95298671652,1573.156643370765,1562.70966885804,1449.3150962132934,1951.861924781642,2047.8271261997663,1959.4625455311236,1818.1655752980732,1801.4340970860126,Analog,Analog,Analog,Analog,Analog
30002200,Lake or Pond,488125.7097,5046730.016,Isanti,Y,1,1.643534239,4.27,51.6175,1791.3706080330717,1825.0950365350832,1807.0692874189383,1813.669843713075,1696.60102366148,2244.510677339187,2355.1505396031216,2236.997979843605,2071.0946881027457,2062.7851939464035,NonAnalog,NonAnalog,Analog,Analog,Analog
30004300,Lake or Pond,485448.7306,5044651.955,Isanti,Y,1,1.7543003129999999,4.1,75.0919,1699.125396310685,1726.8305836102684,1705.79973588359,1711.7239329753563,1597.8421914902683,2144.9041208179574,2248.8215529166173,2134.2376969253196,1972.9734450240665,1963.9808507902392,Analog,Analog,Analog,Analog,Analog
30007200,Lake or Pond,473012.8948,5035701.332,Isanti,Y,1,0.650674965,2.4,70.9308,1975.05434330711,2013.8363804258784,1975.007171430545,1998.3664577963632,1873.4094344715468,2444.649698740405,2569.4350488165255,2437.7793167126333,2263.562115978482,2253.8020845689057,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
30011400,Lake or Pond,462025.5171,5038711.519,Isanti,Y,1,1.158189091,2.5,30.3607,1922.32457257476,1959.037142367405,1931.6831251745384,1948.312273744515,1818.9574300678669,2384.6531816188512,2509.4596056862533,2384.668952824928,2214.562551663392,2204.305711533229,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
30013500,Lake or Pond,468358.0874,5046740.91,Isanti,Y,1,4.205536,8.29,77.0468,1762.4038795499284,1789.7249966564066,1773.82428401262,1785.3891977105684,1670.7108663424867,2209.5028769398796,2321.226176344558,2207.646512790389,2042.4396127942473,2027.9738753188344,Analog,NonAnalog,Analog,Analog,Analog
30013600,Lake or Pond,465683.0125,5046744.036,Isanti,Y,1,1.8519688,7.2,61.7294,1816.9153004179536,1845.765266729725,1827.7125982662385,1838.47080545232,1722.1902651886185,2263.0590519900775,2377.578336941286,2260.887510102615,2093.139585119325,2081.621940844576,NonAnalog,NonAnalog,NonAnalog,Analog,Analog
31002000,Lake or Pond,488749.0823,5233642.341,Itasca,Y,0,3.105911111,4.19,28.5857,1471.5722422374365,1482.5709793477083,1489.0122720661134,1480.8249675710767,1381.8967212993316,1843.06815396966,1939.4224577529696,1862.3231388059253,1722.628312403328,1714.2885545680226,Analog,Analog,Analog,Analog,Analog
31019000,Lake or Pond,476043.1676,5239325.143,Itasca,Y,1,3.937785366,5.64,35.1247,1544.4299686948616,1554.5702412557716,1563.32035803035,1549.8618226903684,1455.2117262145466,1929.795913113192,2030.0844607322576,1943.0684486542336,1806.2655551002065,1789.820638780997,Analog,Analog,Analog,Analog,Analog
31019100,Lake or Pond,475734.9307,5238414.911,Itasca,Y,1,3.768225067,5.6,35.1247,1544.4299686948616,1554.5702412557716,1563.32035803035,1549.8618226903684,1455.2117262145466,1929.795913113192,2030.0844607322576,1943.0684486542336,1806.2655551002065,1789.820638780997,Analog,Analog,Analog,Analog,Analog
31021600,Lake or Pond,469380.4371,5234113.011,Itasca,Y,0,5.239635744,11.5,49.3448,1474.6825275529068,1486.7393891732718,1488.5826708832517,1480.8097299201468,1388.9779377504733,1861.0510228436376,1959.043701314459,1878.823292754256,1735.1366553074374,1716.9604693049353,Analog,Analog,Analog,Analog,Analog
31022700,Lake or Pond,473329.8889,5239240.406,Itasca,Y,0,3.7792,6.5,28.8216,1550.9595275996617,1565.50605795637,1572.7767595249034,1561.8757952692567,1465.8395443737716,1942.8931945007585,2044.729447664831,1957.7653121587432,1816.7837147011537,1801.65661720977,Analog,Analog,Analog,Analog,Analog
31037000,Lake or Pond,459656.0002,5233546.116,Itasca,Y,1,2.609725926,4.3,68.4633,1600.2703741939683,1615.1704207089117,1623.2686309362434,1612.0895331182016,1515.6626705469366,1999.6090233034736,2100.6006426052195,2012.3462732077865,1873.2032285819448,1857.8497001113456,Analog,Analog,Analog,Analog,Analog
31037200,Lake or Pond,460063.4624,5232616.422,Itasca,Y,1,4.188910112,7.47,128.072,1568.124168557425,1584.1928925824982,1595.2299253016834,1584.6858396201185,1487.2218641936984,1972.4169296528617,2076.424464888728,1986.0916553538837,1844.4681740159024,1829.0623294949617,Analog,Analog,Analog,Analog,Analog
31037300,Lake or Pond,458525.5407,5232579.362,Itasca,Y,1,4.792315862,7.32,64.1234,1543.9948397127066,1561.0172506594884,1567.8226333128066,1556.0599002287618,1458.5968768729415,1947.540551568039,2048.170344660241,1960.2053787036389,1817.3725839765816,1802.591083126738,Analog,Analog,Analog,Analog,Analog
31052400,Lake or Pond,457860.9823,5285088.204,Itasca,Y,1,4.572,4.572,9.8727,1375.3170113592766,1372.87805550897,1385.4636890977283,1369.1735210763184,1281.377019804285,1740.5948529370105,1825.6845498422683,1759.165855066042,1616.8082685590616,1618.8891625610622,Analog,Analog,Analog,Analog,Analog
31053200,Lake or Pond,456057.801,5225983.682,Itasca,Y,0,4.6101,5.334,55.7086,1463.50455105896,1488.2416961514466,1484.1383720482634,1485.935175452535,1375.384742637275,1864.1170205557664,1959.698667195442,1879.1591042139237,1734.6354696416206,1722.6216748839645,Analog,Analog,Analog,Analog,Analog
31053300,Reservoir,457641.0855,5231390.569,Itasca,Y,0,2.5918,3.05,94.2346,1620.8759875948083,1637.2306678804982,1644.2756236925784,1633.554130290945,1533.7945568504333,2018.8859620347616,2120.8003545729093,2031.093498783939,1890.3579099535157,1875.6736757766232,Analog,Analog,Analog,Analog,Analog
31053800,Lake or Pond,456550.8106,5259549.757,Itasca,Y,0,3.172771111,6.55,6.7908,1546.517618895035,1556.096680703005,1567.3382792599716,1551.2871989758582,1453.00737782616,1933.438759838814,2033.2178781971884,1951.7701854202865,1803.485774301052,1792.6823673334543,Analog,Analog,Analog,Analog,Analog
31056100,Riverine polygon,449660.4838,5233681.165,Itasca,Y,0,0.61,0.61,7.2988,1468.0102534772566,1478.0534211984384,1482.5386304407666,1473.64825720126,1377.3696847497283,1855.6830597904852,1948.964558727384,1866.897431384601,1730.097230529367,1718.2467551580817,Analog,Analog,Analog,Analog,Analog
31065300,Lake or Pond,449977.6008,5266928.058,Itasca,Y,0,4.058147416,6.1,41.3129,1463.4327262561485,1472.995797860087,1485.1928412846582,1470.1578467781233,1373.9155457041616,1852.5154946274672,1948.1090498725332,1868.8305739038608,1722.3204351053917,1709.175014203228,Analog,Analog,Analog,Analog,Analog
31081300,Lake or Pond,431725.2633,5265259.364,Itasca,Y,0,2.420172308,7,21.7539,1552.251914525,1564.8193394131133,1573.9632524398733,1562.8248100046117,1462.3659650353934,1946.018253346379,2042.8434442076352,1957.5124212145645,1813.9069527850816,1806.082562629589,Analog,Analog,Analog,Analog,Analog
31081700,Lake or Pond,427614.7255,5259205.323,Itasca,Y,0,0.91,0.91,0,1555.1400108773116,1576.7835153140634,1575.2115375395915,1563.6854750863315,1473.6927779892585,1948.4027445932068,2041.821454669766,1957.6409931067697,1818.9322645053896,1821.8600751336453,Analog,Analog,Analog,Analog,Analog
31082400,Lake or Pond,427002.9179,5270350.243,Itasca,Y,0,3.03,3.81,33.2023,1540.1378343805118,1554.4848144373784,1558.4971830661534,1559.2664642678333,1444.45672752034,1938.5177498496732,2035.248443903522,1955.1515810971568,1798.3911020182636,1791.9570079804405,Analog,Analog,Analog,Analog,Analog
31082600,Lake or Pond,424231.5259,5274125.994,Itasca,Y,0,3.239904189,7.9,33.2023,1540.1378343805118,1554.4848144373784,1558.4971830661534,1559.2664642678333,1444.45672752034,1938.5177498496732,2035.248443903522,1955.1515810971568,1798.3911020182636,1791.9570079804405,Analog,Analog,Analog,Analog,Analog
31083400,Lake or Pond,426211.3959,5273022.186,Itasca,Y,0,2.825,3.05,4.3694,1550.59391987793,1555.0874155789566,1569.679533902105,1554.88003228467,1457.079343392037,1941.7743236315616,2039.9893161167115,1956.7632289071016,1808.9892079936496,1802.2118357135112,Analog,Analog,Analog,Analog,Analog
31085000,Lake or Pond,422797.9308,5252070.903,Itasca,Y,0,2.948106667,5.15,3.1314,1576.5738324170666,1591.3823357046033,1597.2688174827283,1584.545126507995,1486.7119140678751,1972.5525215593236,2070.6579061074244,1985.2302952116595,1841.211541389564,1831.8973546387783,Analog,Analog,Analog,Analog,Analog
31085300,Lake or Pond,422800.7791,5277646.168,Itasca,Y,0,2.076428571,3.5,33.7578,1563.919090487835,1565.92916192025,1581.1586758647384,1567.2519214061167,1467.4629051194383,1946.93838759896,2042.235613106129,1960.844403125183,1815.695735431971,1812.915485822444,Analog,Analog,Analog,Analog,Analog
31087600,Lake or Pond,420998.2066,5279931.702,Itasca,Y,0,0.96,1.16,8.5871,1481.3653146068784,1488.3957904711883,1498.2245658983263,1484.34143502488,1392.9716176950117,1858.945028254404,1947.8462587100073,1871.4298328799168,1730.3809104093368,1737.2300667959105,Analog,Analog,Analog,Analog,Analog
31088200,Lake or Pond,421590.1698,5288067.402,Itasca,Y,0,2.878559459,4.3,36.7086,1494.7473442077269,1495.244456270207,1511.2558045100466,1495.5424957963633,1400.4040116717283,1870.424741648022,1963.4000410296264,1883.497845827002,1739.7804031117794,1742.0158430739868,Analog,Analog,Analog,Analog,Analog
31092500,Lake or Pond,399937.9201,5258869.01,Itasca,Y,0,0.91,0.91,0,1616.585591896487,1635.4552903912231,1638.68941077483,1632.1312146905916,1532.456724744645,2012.0743207052824,2113.028226945111,2025.1687345550056,1882.3037453006043,1888.564272793427,Analog,Analog,Analog,Analog,Analog
32002000,Lake or Pond,330437.9296,4822561.825,Jackson,Y,0,0.522945161,2.19,22.616,1935.134020757475,1952.7970042475167,1905.4172442894132,1939.0512156237432,1804.3407597449984,2400.497538971918,2505.800354337164,2386.495900519547,2200.223211978316,2214.6937318506966,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
32002200,Lake or Pond,331870.3503,4832529.404,Jackson,Y,0,0.612380658,1.52,41.5027,2049.299982327742,2073.4894982091582,2024.2507194321504,2055.321539750295,1923.7817248958784,2507.8623090327437,2618.1557327412993,2501.8934793901467,2313.8997600463435,2332.9803189222885,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
32002400,Lake or Pond,327926.8784,4818177.817,NOT IN MN,Y,0,0.888031333,2.7,27.5183,1949.7642057709484,1972.9601247321984,1922.3078606425115,1952.701889900335,1829.42740682249,2416.210586029688,2511.393289440849,2404.326379866489,2222.7503806727123,2239.6875455110317,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
32003300,Lake or Pond,329035.8345,4821550.998,Jackson,Y,0,0.66602,1.49352,35.6086,1758.735158177975,1778.0115023154983,1724.5059043497731,1754.054900779945,1630.6527380563084,2212.49609985233,2304.5475144670104,2203.5583053419073,2027.4955013175304,2033.8273712287032,Analog,NonAnalog,Analog,Analog,Analog
32006900,Lake or Pond,303383.5305,4825821.887,Jackson,Y,0,0.479175789,1.5,35.9402,2006.9211979095,2025.962263140165,1981.3984215315068,2014.390954608585,1885.284463070195,2467.789528423883,2568.3057136479074,2465.9296977023723,2272.82114047878,2290.226141072693,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
33002800,Lake or Pond,476827.2225,5091724.46,Kanabec,Y,1,1.061242409,1.98,49.6077,1754.7158084083233,1771.2373701962931,1761.9555394270883,1771.1117034962415,1653.092955114305,2175.728033868928,2279.2247122144267,2176.3435048349806,2024.1498506210305,2007.181934153529,Analog,NonAnalog,Analog,Analog,Analog
34004400,Lake or Pond,355340.398,5004969.631,Kandiyohi,Y,0,1.952318857,7.62,46.4028,1904.6390647448768,1918.9369934914769,1893.7352885777984,1903.9174863754731,1779.1481656612234,2355.476915078089,2469.862327834337,2362.2788583354936,2169.5077234978457,2180.5569591088315,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
34006200,Lake or Pond,356269.3698,5014908.33,Kandiyohi,Y,1,1.414248763,2.6,34.6453,1818.028529018605,1834.76234474864,1797.6823280478384,1808.7603721774417,1689.7462680475917,2259.6471123731226,2369.994826632499,2266.8478852719704,2082.066606205796,2089.599914089279,NonAnalog,NonAnalog,NonAnalog,Analog,Analog
34007900,Lake or Pond,350494.5844,5012745.954,Kandiyohi,Y,1,3.74181858,8.5,91.891,1821.7995814443616,1826.7501652647663,1803.7316063228168,1821.5170087417464,1698.64614807808,2259.3294978698636,2362.7386765512065,2266.640336582274,2076.689251114549,2086.699625894432,NonAnalog,NonAnalog,NonAnalog,Analog,Analog
34011600,Lake or Pond,343572.316,5010503.949,Kandiyohi,Y,1,3.755335229,7.3914,65.1498,1874.2437853707468,1886.4191208300117,1854.4588637362083,1878.2738650229148,1749.3773477860982,2320.631951508843,2431.74808862658,2325.0048089989823,2136.375647048485,2147.171380283144,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
34011900,Lake or Pond,347375.7174,5008251.812,Kandiyohi,Y,1,3.80675392,7.6,52.3481,1801.6435655173,1814.587924401803,1783.20844844963,1803.684271186045,1672.79301333832,2247.854273293753,2354.2279866311965,2250.765054847153,2063.6275831911753,2073.1779032871764,NonAnalog,NonAnalog,NonAnalog,Analog,Analog
34014200,Lake or Pond,344269.1966,5011792.452,Kandiyohi,Y,0,3.862976895,8.84,79.7803,1851.43782778125,1860.8211266743615,1833.471390527905,1852.24630648245,1726.78971426295,2292.133845565791,2401.1246421620212,2297.133553888286,2110.1713253291327,2119.906979786028,NonAnalog,NonAnalog,NonAnalog,Analog,Analog
34015400,Lake or Pond,345671.7667,5013706.138,Kandiyohi,Y,0,2.319991258,6.4,68.3543,1823.857377503055,1834.57059909294,1804.96344893747,1824.242927240913,1696.3730523962768,2266.019191152617,2370.4149732813953,2266.7671793374143,2080.5335168083448,2090.7420773751833,NonAnalog,NonAnalog,NonAnalog,Analog,Analog
34017100,Lake or Pond,342810.4961,5005421.733,Kandiyohi,Y,0,2.218226036,9,87.0372,1902.6197883226384,1917.9516152363617,1890.5509098062685,1909.6817512758869,1779.7330389192484,2340.7653550160426,2450.0399162018302,2346.9671570034025,2159.9356584862985,2170.0708327292937,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
34020600,Lake or Pond,339783.6144,5019417.286,Kandiyohi,Y,1,2.897784615,6.71,56.9242,1908.8213084232336,1918.6105264469363,1885.2454828385116,1907.393141186845,1782.3176256250931,2349.3820994919756,2461.4259401312124,2355.216242597656,2164.1400023095475,2176.807675237232,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
34021700,Lake or Pond,338585.3168,5013040.328,Kandiyohi,Y,1,2.932885854,5.79,25.9675,1882.947205263125,1889.3179374071267,1862.1047102626285,1881.907021347817,1757.70648222138,2322.5421185631258,2432.2619185402295,2327.0646369144383,2140.126630167532,2149.6643119947444,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
34022400,Lake or Pond,335557.2878,5022013.706,Kandiyohi,Y,1,2.298534347,4.27,39.8062,1814.7708776579684,1823.5859950618517,1800.8841487897334,1821.712982378828,1689.033906404535,2251.981920137342,2361.12725913323,2256.0037418968973,2070.042836339607,2079.9930550009326,NonAnalog,NonAnalog,NonAnalog,Analog,Analog
34025100,Lake or Pond,333757.1191,5020656.366,Kandiyohi,Y,1,0.98298,1.3716,27.6919,1823.8023944967883,1840.0617744416816,1804.51576396341,1825.2291252449984,1694.19556346368,2269.811074638662,2373.2292562716148,2272.1505016829906,2083.924567407383,2095.711187159244,NonAnalog,NonAnalog,NonAnalog,Analog,Analog
37004600,Riverine polygon,266423.299,4997308.188,Lac Qui Parle,Y,0,0.530352,1.524,24.0711,1943.586712841412,1941.778607750505,1931.96944099852,1948.4388898973336,1801.109879353895,2384.975287549946,2493.095116479325,2397.9224422152433,2194.988456548002,2219.168109610468,NonAnalog,NonAnalog,NonAnalog,Analog,NonAnalog
38064500,Lake or Pond,609688.1002,5328635.465,NOT IN MN,Y,0,3.309527053,12,0,1417.2391081195449,1426.549936837195,1426.332333530525,1425.6982606963584,1324.269840420979,1782.5758936383193,1875.4090003585964,1808.437084752479,1658.7693257461897,1661.0832304608507,Analog,Analog,Analog,Analog,Analog
38078400,Lake or Pond,595266.0798,5315278.314,Lake,Y,0,1.7272,2.1336,0,1396.9141757952866,1406.2338098198484,1409.6091931515366,1410.3319967451066,1309.542084095235,1767.888519174749,1857.384753426124,1792.2363455209352,1640.5611984921543,1646.668134601518,Analog,Analog,Analog,Analog,Analog
38081100,Lake or Pond,593897.9018,5311483.06,Lake,Y,0,1.759186885,3.7,37.0853,1461.97994883837,1472.08243462376,1471.21350327153,1471.4907965700866,1374.8358608262483,1828.9200459733615,1921.552717157486,1854.1476685906669,1705.365989805132,1712.646422967836,Analog,Analog,Analog,Analog,Analog
38081700,Lake or Pond,588797.8836,5338686.751,Lake,Y,0,2.762704033,5.9,0,1450.841514916753,1452.7705707915884,1451.5234367089251,1459.5909518806366,1354.6585254790466,1813.6565768261637,1901.9514583231871,1835.0139720539385,1687.7955633341255,1689.227746139041,Analog,Analog,Analog,Analog,Analog
40000100,Lake or Pond,457883.6961,4901324.552,Le Sueur,Y,0,1.3073104,4.572,30.4496,2039.5913393791632,2073.0052023625817,2030.0948488000831,2053.332196594908,1915.980698722005,2527.504350484356,2651.5837859220364,2510.8338840983606,2325.2236945298705,2333.628636787673,NonAnalog,NonAnalog,NonAnalog,NonAnalog,NonAnalog
